suspect_id,first_name,last_name,gender,age,national_id,known_addresses,criminal_record_summary,biometric_data,behavior_patterns
SUSP-03214,Alex,Lee,Female,49,NID004213,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 55.03, ""nose_width"": 36.42}, ""fingerprint_hash"": ""fp_809342""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03215,John,Garcia,Male,36,NID004214,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 55.85, ""nose_width"": 42.23}, ""fingerprint_hash"": ""fp_171634""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03216,Alex,Lee,Female,47,NID004215,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 57.93, ""nose_width"": 43.58}, ""fingerprint_hash"": ""fp_155021""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03217,John,Smith,Female,33,NID004216,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 62.99, ""nose_width"": 44.1}, ""fingerprint_hash"": ""fp_781118""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03218,Pat,Smith,Female,29,NID004217,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 61.19, ""nose_width"": 32.89}, ""fingerprint_hash"": ""fp_337513""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03219,Chris,Lee,Female,27,NID004218,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 63.94, ""nose_width"": 42.53}, ""fingerprint_hash"": ""fp_929213""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03220,Jane,Brown,Male,19,NID004219,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 65.39, ""nose_width"": 35.81}, ""fingerprint_hash"": ""fp_744601""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03221,Pat,Brown,Male,35,NID004220,"Kicukiro, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 59.63, ""nose_width"": 39.17}, ""fingerprint_hash"": ""fp_190727""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03222,John,Brown,Female,30,NID004221,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 60.67, ""nose_width"": 41.77}, ""fingerprint_hash"": ""fp_877052""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03223,John,Doe,Male,46,NID004222,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 69.58, ""nose_width"": 44.79}, ""fingerprint_hash"": ""fp_963472""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03224,John,Garcia,Male,41,NID004223,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 67.06, ""nose_width"": 34.04}, ""fingerprint_hash"": ""fp_690994""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03225,John,Lee,Female,55,NID004224,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 67.6, ""nose_width"": 44.63}, ""fingerprint_hash"": ""fp_975094""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03226,Jane,Doe,Female,29,NID004225,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 55.41, ""nose_width"": 41.61}, ""fingerprint_hash"": ""fp_581222""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03227,Alex,Brown,Male,46,NID004226,"Nyanza, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 57.61, ""nose_width"": 42.08}, ""fingerprint_hash"": ""fp_866852""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03228,Chris,Lee,Male,39,NID004227,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 68.87, ""nose_width"": 32.67}, ""fingerprint_hash"": ""fp_324510""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03229,Jane,Doe,Male,53,NID004228,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 59.52, ""nose_width"": 39.89}, ""fingerprint_hash"": ""fp_727190""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03230,John,Smith,Male,18,NID004229,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 65.11, ""nose_width"": 32.46}, ""fingerprint_hash"": ""fp_852108""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03231,Jane,Brown,Male,57,NID004230,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 57.45, ""nose_width"": 38.73}, ""fingerprint_hash"": ""fp_604265""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03232,Pat,Doe,Female,51,NID004231,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 58.35, ""nose_width"": 38.31}, ""fingerprint_hash"": ""fp_959246""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03233,John,Smith,Male,51,NID004232,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 66.2, ""nose_width"": 32.67}, ""fingerprint_hash"": ""fp_281744""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03234,Chris,Brown,Male,50,NID004233,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 63.13, ""nose_width"": 38.07}, ""fingerprint_hash"": ""fp_606029""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03235,John,Garcia,Male,21,NID004234,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 58.45, ""nose_width"": 35.93}, ""fingerprint_hash"": ""fp_380489""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03236,Chris,Brown,Male,55,NID004235,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 65.72, ""nose_width"": 39.26}, ""fingerprint_hash"": ""fp_474561""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03237,Chris,Garcia,Male,47,NID004236,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 61.06, ""nose_width"": 31.02}, ""fingerprint_hash"": ""fp_987057""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03238,Alex,Garcia,Male,37,NID004237,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 60.84, ""nose_width"": 35.95}, ""fingerprint_hash"": ""fp_986245""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03239,Alex,Garcia,Male,43,NID004238,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 69.12, ""nose_width"": 36.5}, ""fingerprint_hash"": ""fp_239218""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03240,Jane,Lee,Male,32,NID004239,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 58.41, ""nose_width"": 36.9}, ""fingerprint_hash"": ""fp_834869""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03241,Jane,Lee,Female,24,NID004240,"Gasabo, Kigali",Gang activity,"{""facial_features"": {""eye_distance"": 58.5, ""nose_width"": 30.35}, ""fingerprint_hash"": ""fp_557310""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03242,Chris,Garcia,Female,24,NID004241,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 67.63, ""nose_width"": 33.24}, ""fingerprint_hash"": ""fp_510135""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03243,John,Smith,Male,46,NID004242,"Nyagatare, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 59.37, ""nose_width"": 37.85}, ""fingerprint_hash"": ""fp_631527""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03244,Pat,Garcia,Female,40,NID004243,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 63.97, ""nose_width"": 31.16}, ""fingerprint_hash"": ""fp_491345""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03245,Pat,Doe,Female,51,NID004244,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 60.83, ""nose_width"": 39.75}, ""fingerprint_hash"": ""fp_637462""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03246,John,Garcia,Female,37,NID004245,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 56.73, ""nose_width"": 43.11}, ""fingerprint_hash"": ""fp_157547""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03247,John,Lee,Female,32,NID004246,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 55.74, ""nose_width"": 43.9}, ""fingerprint_hash"": ""fp_772620""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03248,Alex,Lee,Female,50,NID004247,"Huye, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 60.06, ""nose_width"": 36.21}, ""fingerprint_hash"": ""fp_363242""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03249,Pat,Doe,Female,34,NID004248,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 62.66, ""nose_width"": 43.6}, ""fingerprint_hash"": ""fp_488005""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03250,Chris,Doe,Male,37,NID004249,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 69.5, ""nose_width"": 34.98}, ""fingerprint_hash"": ""fp_147433""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03251,Jane,Brown,Male,30,NID004250,"Nyagatare, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 58.61, ""nose_width"": 33.86}, ""fingerprint_hash"": ""fp_812327""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03252,Alex,Smith,Female,41,NID004251,"Rwamagana, Eastern",Gang activity,"{""facial_features"": {""eye_distance"": 67.27, ""nose_width"": 44.87}, ""fingerprint_hash"": ""fp_180530""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03253,Pat,Smith,Male,54,NID004252,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 61.07, ""nose_width"": 32.27}, ""fingerprint_hash"": ""fp_502502""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03254,John,Smith,Female,24,NID004253,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 64.53, ""nose_width"": 38.61}, ""fingerprint_hash"": ""fp_591414""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03255,Pat,Lee,Male,25,NID004254,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 57.07, ""nose_width"": 42.67}, ""fingerprint_hash"": ""fp_386557""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03256,Chris,Smith,Male,40,NID004255,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 66.1, ""nose_width"": 44.07}, ""fingerprint_hash"": ""fp_467561""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03257,Alex,Brown,Male,31,NID004256,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 60.34, ""nose_width"": 44.92}, ""fingerprint_hash"": ""fp_406820""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03258,John,Brown,Female,21,NID004257,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 60.0, ""nose_width"": 31.45}, ""fingerprint_hash"": ""fp_958754""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03259,Chris,Smith,Male,38,NID004258,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 64.25, ""nose_width"": 43.77}, ""fingerprint_hash"": ""fp_199379""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03260,Jane,Doe,Male,27,NID004259,"Huye, Southern",Gang activity,"{""facial_features"": {""eye_distance"": 62.61, ""nose_width"": 43.08}, ""fingerprint_hash"": ""fp_753513""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03261,Alex,Brown,Female,39,NID004260,"Musanze, Northern",Gang activity,"{""facial_features"": {""eye_distance"": 66.09, ""nose_width"": 42.94}, ""fingerprint_hash"": ""fp_425596""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
SUSP-03262,Chris,Doe,Female,47,NID004261,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 55.56, ""nose_width"": 41.05}, ""fingerprint_hash"": ""fp_577012""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03263,Chris,Lee,Male,47,NID004262,"Nyanza, Southern",Repeat offender,"{""facial_features"": {""eye_distance"": 68.93, ""nose_width"": 35.88}, ""fingerprint_hash"": ""fp_751634""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03264,John,Brown,Female,33,NID004263,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 55.8, ""nose_width"": 39.89}, ""fingerprint_hash"": ""fp_283437""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03265,Jane,Doe,Male,28,NID004264,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 59.45, ""nose_width"": 34.72}, ""fingerprint_hash"": ""fp_204807""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03266,Chris,Smith,Male,39,NID004265,"Rwamagana, Eastern",Repeat offender,"{""facial_features"": {""eye_distance"": 58.92, ""nose_width"": 43.84}, ""fingerprint_hash"": ""fp_833274""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03267,Alex,Lee,Female,46,NID004266,"Rubavu, Western",Gang activity,"{""facial_features"": {""eye_distance"": 66.92, ""nose_width"": 42.0}, ""fingerprint_hash"": ""fp_693255""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03268,Chris,Garcia,Female,42,NID004267,"Huye, Southern",First time offense,"{""facial_features"": {""eye_distance"": 58.35, ""nose_width"": 37.49}, ""fingerprint_hash"": ""fp_256816""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03269,Pat,Garcia,Male,31,NID004268,"Kicukiro, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 67.79, ""nose_width"": 37.63}, ""fingerprint_hash"": ""fp_492781""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03270,Alex,Smith,Female,31,NID004269,"Nyanza, Southern",First time offense,"{""facial_features"": {""eye_distance"": 62.54, ""nose_width"": 41.21}, ""fingerprint_hash"": ""fp_463500""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03271,Alex,Lee,Male,19,NID004270,"Musanze, Northern",Repeat offender,"{""facial_features"": {""eye_distance"": 58.79, ""nose_width"": 36.92}, ""fingerprint_hash"": ""fp_152203""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03272,Chris,Lee,Female,30,NID004271,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 65.8, ""nose_width"": 34.28}, ""fingerprint_hash"": ""fp_242940""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03273,John,Lee,Female,20,NID004272,"Gasabo, Kigali",Repeat offender,"{""facial_features"": {""eye_distance"": 61.78, ""nose_width"": 33.57}, ""fingerprint_hash"": ""fp_511613""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03274,Alex,Lee,Female,47,NID004273,"Kicukiro, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 59.57, ""nose_width"": 43.87}, ""fingerprint_hash"": ""fp_138367""}","{""movement"": ""frequent border crossing"", ""associates"": ""unknown individuals""}"
SUSP-03275,Pat,Garcia,Female,35,NID004274,"Nyarugenge, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 65.32, ""nose_width"": 33.78}, ""fingerprint_hash"": ""fp_604639""}","{""movement"": ""routine local market visits"", ""associates"": ""none""}"
SUSP-03276,John,Doe,Female,53,NID004275,"Rwamagana, Eastern",First time offense,"{""facial_features"": {""eye_distance"": 59.17, ""nose_width"": 30.97}, ""fingerprint_hash"": ""fp_888637""}","{""movement"": ""stays in hideouts"", ""associates"": ""family""}"
SUSP-03277,John,Lee,Male,38,NID004276,"Rubavu, Western",First time offense,"{""facial_features"": {""eye_distance"": 68.86, ""nose_width"": 32.25}, ""fingerprint_hash"": ""fp_554955""}","{""movement"": ""uses public transport only"", ""associates"": ""youth groups""}"
SUSP-03278,John,Doe,Male,36,NID004277,"Gasabo, Kigali",First time offense,"{""facial_features"": {""eye_distance"": 65.58, ""nose_width"": 35.14}, ""fingerprint_hash"": ""fp_900327""}","{""movement"": ""frequent night travel"", ""associates"": ""known gang members""}"
